city,district,sector,urban_level,market_access_score,competition_index,location_cost_index,business_main_group,business_subgroup,business_age_years,monthly_revenue,monthly_expenses,net_profit_margin,current_assets_value,current_liabilities_value,requested_loan_amount,desired_repayment_period_months,credit_score,existing_loans,repayment_history_score,seasonality_factor,economic_outlook_index,interest_rate_environment,loan_purpose,cash_flow_stability_score,ownership_type,business_stage,business_risk_level,preferred_funding_partner,expected_roi_percentage,predicted_profit_from_loan,total_repayment_amount,net_gain_or_loss
Nyagatare,Karangazi,Rwimiyaga,Rural,9,8,7,Agriculture,Agri Supplies,13,4752029,3933223,0.17,8286096,1364580,7483026,6,637,1,52,No,-0.49,15.0,Equipment Purchase,23,Partnership,Mature,Medium,VisionFund,29,2170077.54,8605479.9,1047623.64
Huye,Tumba,Cyarwa,Peri-Urban,5,7,4,Manufacturing,Furniture Making,10,1108203,868955,0.22,8749192,1798384,3313940,18,641,0,54,Yes,-0.25,14.0,Inventory,51,Cooperative,Growth,Medium,VisionFund,26,861624.4,3777891.6,397672.8
Nyagatare,Rukomo,Rukomo II,Rural,8,10,4,Manufacturing,Textile Production,0,3720629,2124638,0.43,5492205,413566,9228303,6,845,5,19,Yes,-0.53,14.0,Inventory,34,Sole Proprietorship,Growth,High,SACCO,30,2768490.9,10520265.42,1476528.48
Rubavu,Gisenyi,Rubavu,Urban,4,5,5,Services,Salon,13,4431138,758359,0.83,4447212,905568,16790303,24,754,3,31,No,-0.43,14.0,Tech Adoption,89,Cooperative,Growth,Medium,VisionFund,32,5372896.96,19140945.42,3022254.54
Musanze,Busogo,Busogo II,Peri-Urban,5,7,3,Services,Laundry Service,19,1002429,70521,0.93,742266,1519266,13261927,36,762,2,37,Yes,-0.93,12.5,Inventory,34,Cooperative,Growth,Medium,Equity Bank,35,4641674.45,14919667.88,2983933.57
Nyagatare,Rukomo,Rukomo I,Rural,9,10,4,Services,Repair Workshop,8,3518838,1491002,0.58,4217737,1148160,3160858,36,627,5,10,Yes,-0.03,15.0,Expansion,88,Sole Proprietorship,Declining,High,VisionFund,49,1548820.42,3634986.7,1074691.72
Kigali,Nyarugenge,Kimisagara,Urban,10,8,6,Automotive,Tire Center,0,3464909,1378279,0.6,9663273,1817559,7100750,36,744,4,81,Yes,-0.43,15.0,Equipment Purchase,20,Cooperative,Early Stage,High,VisionFund,15,1065112.5,8165862.5,0.0
Nyagatare,Karangazi,Rwimiyaga,Rural,4,8,7,Agriculture,Coffee Growing,3,3953615,1228523,0.69,2130150,1242136,6153319,18,685,4,83,Yes,0.31,14.0,Expansion,70,Partnership,Growth,Low,BRD,27,1661396.13,7014783.66,799931.47
Musanze,Muhoza,Ruhengeri,Peri-Urban,8,6,7,Services,Laundry Service,1,1187301,85191,0.93,3683741,1741567,9274543,24,612,0,59,Yes,0.4,12.5,Expansion,72,Sole Proprietorship,Declining,Medium,VisionFund,45,4173544.35,10433860.88,3014226.47
Huye,Ngoma,Ngoma Centre,Peri-Urban,6,9,7,Manufacturing,Furniture Making,20,811985,456114,0.44,5409516,1927272,9908323,18,428,0,20,No,0.96,15.0,Inventory,74,Cooperative,Growth,High,SACCO,41,4062412.43,11394571.45,2576163.98
Musanze,Busogo,Busogo II,Peri-Urban,8,4,8,Services,Photocopy Center,2,3410030,1109975,0.67,9192085,1625763,18397575,6,733,2,18,No,-0.85,14.0,Tech Adoption,15,Partnership,Early Stage,High,SACCO,30,5519272.5,20973235.5,2943612.0
Kigali,Kicukiro,Gatenga,Urban,10,5,7,Services,Salon,14,2612035,2041783,0.22,6014594,628740,14295277,6,459,1,88,No,-0.95,12.5,Inventory,9,Cooperative,Early Stage,Medium,Equity Bank,12,1715433.24,16082186.62,-71476.38
Nyagatare,Rukomo,Rukomo II,Rural,7,9,4,Manufacturing,Metal Works,6,1995901,1737475,0.13,5599786,651416,13058093,24,477,2,69,No,-0.85,14.0,Tech Adoption,89,Partnership,Growth,Medium,BRD,33,4309170.69,14886226.02,2481037.67
Huye,Tumba,Cyarwa,Peri-Urban,6,4,8,Automotive,Spare Parts Shop,4,4694293,168504,0.96,4741799,1069053,8591472,36,412,3,93,Yes,-0.36,13.0,Equipment Purchase,18,Sole Proprietorship,Early Stage,High,VisionFund,20,1718294.4,9708363.36,601403.04
Huye,Ngoma,Butare,Peri-Urban,6,3,6,Retail,Beans Shop,17,1661288,1394360,0.16,7313691,920525,4841413,6,806,2,20,Yes,-0.9,12.5,Expansion,22,Partnership,Growth,High,VisionFund,33,1597666.29,5446589.62,992489.67
Rubavu,Kanama,Nyundo,Urban,6,3,3,Automotive,Motorcycle Repair,11,3344232,1590541,0.52,6751013,1083916,13851839,6,361,2,92,No,0.14,15.0,Tech Adoption,91,Sole Proprietorship,Declining,High,SACCO,18,2493331.02,15929614.85,415555.17
Kigali,Nyarugenge,Nyamirambo,Urban,8,7,7,Retail,Food Market,6,4116666,1317235,0.68,2156551,177612,11977229,24,385,2,9,Yes,0.55,14.0,Expansion,6,Cooperative,Early Stage,Low,Bank of Kigali,6,718633.74,13654041.06,-958178.32
Kigali,Nyarugenge,Kimisagara,Urban,10,10,6,Retail,Clothing Shop,7,2761354,2352288,0.15,1165208,1583875,12387785,18,729,2,7,No,-0.75,14.0,Inventory,62,Sole Proprietorship,Declining,Low,Bank of Kigali,27,3344701.95,14122074.9,1610412.05
Kigali,Nyarugenge,Nyamirambo,Urban,4,7,3,Manufacturing,Textile Production,0,1315081,1286824,0.02,1722189,1357409,16298625,12,460,2,79,Yes,0.46,14.0,Expansion,50,Sole Proprietorship,Mature,Medium,Equity Bank,36,5867505.0,18580432.5,3585697.5
Kigali,Nyarugenge,Kimisagara,Urban,9,5,3,Manufacturing,Bakery,2,681792,215480,0.68,1028251,634817,6658494,18,818,1,99,No,-0.2,12.5,Expansion,61,Sole Proprietorship,Growth,High,SACCO,26,1731208.44,7490805.75,898896.69
Musanze,Busogo,Busogo I,Peri-Urban,9,2,5,Services,Photocopy Center,9,1993478,1202056,0.4,5216280,755222,19095843,6,453,3,4,No,0.01,15.0,Equipment Purchase,37,Partnership,Mature,Low,BRD,16,3055334.88,21960219.45,190958.43
Rubavu,Gisenyi,Rubavu,Urban,6,2,5,Manufacturing,Soap Making,6,2298108,1319414,0.43,621965,465711,13394587,24,418,5,27,Yes,0.71,13.0,Equipment Purchase,64,Partnership,Mature,Low,Bank of Kigali,45,6027564.15,15135883.31,4286267.84
Musanze,Muhoza,Muhoza Centre,Peri-Urban,8,7,7,Agriculture,Bee Keeping,20,1042445,139456,0.87,3709342,763326,401849,12,544,4,88,No,-0.86,13.0,Equipment Purchase,45,Cooperative,Early Stage,Low,BRD,33,132610.17,454089.37,80369.8
Rubavu,Kanama,Nyundo,Urban,4,8,3,Agriculture,Pig Farming,9,1478020,313006,0.79,3554529,660396,1078086,12,755,2,1,Yes,-0.84,12.5,Inventory,13,Partnership,Declining,Medium,VisionFund,6,64685.16,1212846.75,-70075.59
Rubavu,Gisenyi,Rubavu,Urban,8,8,8,Manufacturing,Furniture Making,0,1340064,115670,0.91,5271953,1743630,2289767,12,621,4,34,No,0.42,15.0,Expansion,33,Cooperative,Early Stage,Medium,BRD,45,1030395.15,2633232.05,686930.1
Musanze,Muhoza,Ruhengeri,Peri-Urban,4,7,7,Manufacturing,Metal Works,14,3041501,1271771,0.58,2305871,634289,9528192,24,530,3,6,Yes,0.28,12.5,Tech Adoption,71,Partnership,Mature,High,SACCO,42,4001840.64,10719216.0,2810816.64
Musanze,Busogo,Busogo I,Peri-Urban,10,7,8,Agriculture,Maize Farming,1,2545324,470471,0.82,9875295,13624,15514410,36,823,2,84,No,-0.45,15.0,Equipment Purchase,7,Cooperative,Declining,Medium,Equity Bank,34,5274899.4,17841571.5,2947737.9
Kigali,Nyarugenge,Kimisagara,Urban,4,1,8,Automotive,Tire Center,18,3644428,275684,0.92,4556693,799138,4093455,12,368,3,70,No,-0.43,12.5,Tech Adoption,77,Sole Proprietorship,Mature,Medium,VisionFund,22,900560.1,4605136.88,388878.22
Huye,Tumba,Cyarwa,Peri-Urban,7,6,4,Retail,Electronics Store,1,1189743,99595,0.92,8183961,1631631,1177845,36,427,3,53,Yes,-0.92,12.5,Inventory,93,Sole Proprietorship,Mature,Low,BRD,48,565365.6,1325075.62,418134.98
Kigali,Gasabo,Kimironko,Urban,10,6,8,Services,Salon,7,2080863,1899443,0.09,9293683,1314411,6758110,24,450,1,20,Yes,0.71,15.0,Equipment Purchase,66,Partnership,Declining,High,VisionFund,45,3041149.5,7771826.5,2027433.0
Nyagatare,Rukomo,Rukomo II,Rural,5,8,3,Services,Internet Cafe,3,4268886,1712133,0.6,6277416,1799913,11462699,36,824,0,69,Yes,0.62,14.0,Equipment Purchase,59,Cooperative,Mature,High,SACCO,33,3782690.67,13067476.86,2177912.81
Rubavu,Kanama,Nyundo,Urban,10,7,7,Manufacturing,Soap Making,5,3054936,2517733,0.18,4946706,488750,19265635,24,685,2,8,No,0.86,15.0,Tech Adoption,52,Cooperative,Early Stage,High,SACCO,16,3082501.6,22155480.25,192656.35
Musanze,Muhoza,Muhoza Centre,Peri-Urban,8,3,4,Automotive,Tire Center,13,4027419,2673074,0.34,3995934,1909106,2584655,12,633,2,84,Yes,-0.69,15.0,Equipment Purchase,15,Sole Proprietorship,Growth,Medium,VisionFund,32,827089.6,2972353.25,439391.35
Musanze,Busogo,Busogo I,Peri-Urban,5,2,6,Services,Laundry Service,12,3668622,2055219,0.44,9405490,1831999,18964167,24,816,0,22,Yes,-0.34,13.0,Equipment Purchase,45,Sole Proprietorship,Declining,Low,Equity Bank,34,6447816.78,21429508.71,3982475.07
Kigali,Kicukiro,Gatenga,Urban,4,3,8,Agriculture,Maize Farming,9,815644,123234,0.85,8576332,1262532,18857320,24,334,5,94,No,0.29,13.0,Expansion,6,Partnership,Mature,Low,Bank of Kigali,42,7920074.4,21308771.6,5468622.8
Musanze,Busogo,Busogo II,Peri-Urban,8,8,5,Automotive,Garage Services,17,4694917,1562621,0.67,2589820,1979418,16516571,18,790,1,100,Yes,-0.8,13.0,Tech Adoption,4,Partnership,Early Stage,Medium,VisionFund,12,1981988.52,18663725.23,-165165.71
Nyagatare,Karangazi,Rwimiyaga,Rural,6,10,6,Services,Internet Cafe,7,4813146,2557940,0.47,9677331,926301,2665910,24,584,2,66,Yes,-0.11,12.5,Expansion,24,Sole Proprietorship,Early Stage,Medium,Equity Bank,13,346568.3,2999148.75,13329.55
Huye,Ngoma,Butare,Peri-Urban,8,5,4,Services,Salon,0,4568948,240488,0.95,8652616,608435,4092048,6,394,3,89,Yes,-0.52,12.5,Expansion,61,Partnership,Declining,High,VisionFund,10,409204.8,4603554.0,-102301.2
Kigali,Nyarugenge,Nyamirambo,Urban,8,1,3,Services,Photocopy Center,6,2448389,756497,0.69,1148548,925586,13521968,18,474,0,71,Yes,0.34,12.5,Expansion,70,Cooperative,Growth,Medium,VisionFund,22,2974832.96,15212214.0,1284586.96
Rubavu,Kanama,Kanama Centre,Urban,10,8,4,Services,Salon,17,2146348,1119736,0.48,6846169,82896,5825323,6,690,3,26,Yes,-0.69,14.0,Equipment Purchase,44,Sole Proprietorship,Growth,Low,Equity Bank,50,2912661.5,6640868.22,2097116.28
Rubavu,Gisenyi,Rubavu,Urban,4,8,8,Services,Laundry Service,9,1513006,408504,0.73,5019757,204421,2930687,12,433,4,72,No,-0.25,15.0,Equipment Purchase,75,Partnership,Declining,Medium,BRD,34,996433.58,3370290.05,556830.53
Kigali,Kicukiro,Gatenga,Urban,6,3,6,Services,Salon,11,3663095,3031196,0.17,7991118,1316841,14082913,18,757,3,68,No,-0.03,13.0,Expansion,28,Cooperative,Declining,Medium,VisionFund,39,5492336.07,15913691.69,3661557.38
Rubavu,Kanama,Kanama Centre,Urban,7,9,3,Agriculture,Pig Farming,12,1216400,291334,0.76,2115754,162060,17866813,36,483,3,99,No,-0.31,13.0,Equipment Purchase,62,Sole Proprietorship,Declining,High,VisionFund,34,6074716.42,20189498.69,3752030.73
Huye,Ngoma,Butare,Peri-Urban,8,3,4,Retail,Beans Shop,7,4913005,3010741,0.39,6376614,642121,5984070,18,577,0,57,No,0.95,15.0,Equipment Purchase,92,Cooperative,Early Stage,Low,BRD,38,2273946.6,6881680.5,1376336.1
Nyagatare,Rukomo,Rukomo II,Rural,5,5,4,Retail,Food Market,11,137320,104750,0.24,6544565,1291005,13304459,24,743,3,7,Yes,-0.84,14.0,Inventory,98,Partnership,Early Stage,High,SACCO,37,4922649.83,15167083.26,3060025.57
Nyagatare,Karangazi,Karangazi Centre,Rural,10,6,3,Manufacturing,Soap Making,2,4386513,1528123,0.65,3467521,1102001,5490495,6,418,4,56,Yes,-0.21,15.0,Inventory,54,Cooperative,Growth,High,SACCO,38,2086388.1,6314069.25,1262813.85
Musanze,Muhoza,Muhoza Centre,Peri-Urban,4,2,9,Manufacturing,Metal Works,20,2703071,1151421,0.57,8509357,1094809,9091539,24,554,5,57,Yes,-0.56,15.0,Equipment Purchase,38,Sole Proprietorship,Early Stage,Low,BRD,47,4273023.33,10455269.85,2909292.48
Musanze,Busogo,Busogo I,Peri-Urban,8,5,6,Automotive,Motorcycle Repair,7,4976560,1864608,0.63,1563245,1716341,10089825,12,681,5,5,Yes,0.74,13.0,Equipment Purchase,78,Cooperative,Declining,High,VisionFund,34,3430540.5,11401502.25,2118863.25
Musanze,Busogo,Busogo I,Peri-Urban,6,9,5,Retail,Mini Supermarket,7,4446986,1418748,0.68,6445662,174807,793991,18,581,2,13,Yes,0.05,15.0,Equipment Purchase,29,Partnership,Growth,Medium,VisionFund,29,230257.39,913089.65,111158.74
Musanze,Busogo,Busogo I,Peri-Urban,6,2,6,Agriculture,Bee Keeping,19,4357309,1792851,0.59,4968415,973149,8115403,36,794,0,78,No,0.03,12.5,Expansion,85,Partnership,Early Stage,High,SACCO,8,649232.24,9129828.38,-365193.14
Rubavu,Kanama,Kanama Centre,Urban,5,9,6,Manufacturing,Metal Works,6,3514208,2761491,0.21,4290810,909757,118470,6,660,5,82,No,0.22,12.5,Tech Adoption,26,Sole Proprietorship,Mature,Medium,Equity Bank,32,37910.4,133278.75,23101.65
Nyagatare,Rukomo,Rukomo I,Rural,6,7,6,Agriculture,Pig Farming,8,193348,58449,0.7,8995850,1855113,3095859,24,753,3,18,Yes,0.47,15.0,Expansion,70,Sole Proprietorship,Growth,Low,BRD,38,1176426.42,3560237.85,712047.57
Musanze,Busogo,Busogo II,Peri-Urban,8,5,5,Manufacturing,Furniture Making,9,1173768,692687,0.41,7153812,635585,6364762,6,421,4,36,No,-0.0,15.0,Tech Adoption,61,Cooperative,Growth,Medium,BRD,35,2227666.7,7319476.3,1272952.4
Nyagatare,Rukomo,Rukomo II,Rural,4,6,7,Services,Repair Workshop,5,1472025,397721,0.73,599578,1908998,12267129,24,406,3,88,No,0.42,14.0,Equipment Purchase,49,Sole Proprietorship,Growth,Low,Equity Bank,49,6010893.21,13984527.06,4293495.15
Rubavu,Gisenyi,Gisenyi Town,Urban,7,5,9,Services,Laundry Service,19,4228678,1764816,0.58,6683731,1257108,14018321,24,685,3,56,No,-0.82,14.0,Expansion,77,Sole Proprietorship,Early Stage,Low,Equity Bank,28,3925129.88,15980885.94,1962564.94
Nyagatare,Karangazi,Karangazi Centre,Rural,6,1,8,Retail,Food Market,16,2221299,871206,0.61,8092452,1799031,16479143,36,672,4,49,Yes,0.08,12.5,Inventory,75,Partnership,Early Stage,Low,Bank of Kigali,24,3954994.32,18539035.88,1895101.44
Rubavu,Gisenyi,Rubavu,Urban,6,8,5,Agriculture,Coffee Growing,3,610515,312803,0.49,7737518,1492090,9560070,24,810,5,81,No,-0.52,15.0,Expansion,81,Partnership,Mature,High,SACCO,39,3728427.3,10994080.5,2294416.8
Rubavu,Kanama,Kanama Centre,Urban,6,7,8,Retail,Clothing Shop,19,3974188,583070,0.85,289306,1374974,6371668,24,450,0,55,Yes,0.73,12.5,Expansion,37,Partnership,Mature,High,SACCO,5,318583.4,7168126.5,-477875.1
Rubavu,Kanama,Nyundo,Urban,7,6,5,Agriculture,Agri Supplies,14,4115722,3767140,0.08,6051440,1366229,4708127,36,658,2,78,No,0.77,14.0,Equipment Purchase,43,Sole Proprietorship,Mature,Low,BRD,39,1836169.53,5367264.78,1177031.75
Musanze,Busogo,Busogo II,Peri-Urban,7,7,8,Manufacturing,Soap Making,8,355957,306637,0.14,6999450,664179,7601562,24,691,2,40,No,-0.78,14.0,Equipment Purchase,32,Cooperative,Growth,Low,BRD,39,2964609.18,8665780.68,1900390.5
Musanze,Muhoza,Ruhengeri,Peri-Urban,7,2,5,Automotive,Garage Services,18,2256059,1524267,0.32,1662459,171800,6087880,36,678,2,5,Yes,0.58,15.0,Equipment Purchase,49,Partnership,Mature,Medium,Equity Bank,38,2313394.4,7001062.0,1400212.4
Kigali,Kicukiro,Kicukiro Centre,Urban,8,7,5,Services,Repair Workshop,9,483665,395835,0.18,1391433,784636,3202757,12,672,3,88,Yes,-0.49,13.0,Inventory,3,Sole Proprietorship,Growth,Low,BRD,46,1473268.22,3619115.41,1056909.81
Kigali,Kicukiro,Kicukiro Centre,Urban,10,7,9,Automotive,Garage Services,5,2501778,381791,0.85,5783861,1945321,18986061,6,830,2,42,No,-0.96,13.0,Equipment Purchase,1,Cooperative,Growth,High,SACCO,9,1708745.49,21454248.93,-759442.44
Nyagatare,Karangazi,Rwimiyaga,Rural,8,9,6,Manufacturing,Textile Production,16,3572292,519258,0.85,3696268,1345658,9051964,24,714,4,76,No,0.9,15.0,Equipment Purchase,67,Sole Proprietorship,Growth,Medium,VisionFund,20,1810392.8,10409758.6,452598.2
Nyagatare,Rukomo,Rukomo I,Rural,5,5,8,Agriculture,Coffee Growing,16,950566,804561,0.15,546254,680162,10490258,36,595,0,68,No,-0.33,15.0,Expansion,2,Partnership,Growth,High,SACCO,38,3986298.04,12063796.7,2412759.34
Rubavu,Kanama,Nyundo,Urban,8,10,7,Retail,Beans Shop,17,1226808,520449,0.58,8968584,1533859,15105795,24,430,4,16,Yes,-0.5,14.0,Expansion,83,Sole Proprietorship,Declining,Low,BRD,36,5438086.2,17220606.3,3323274.9
Musanze,Muhoza,Ruhengeri,Peri-Urban,5,7,7,Retail,Food Market,17,4723562,4597599,0.03,4336821,123780,15054706,6,481,2,63,Yes,-0.75,12.5,Tech Adoption,96,Cooperative,Declining,High,VisionFund,19,2860394.14,16936544.25,978555.89
Nyagatare,Karangazi,Rwimiyaga,Rural,6,7,8,Manufacturing,Bakery,14,1612598,127782,0.92,5310965,167392,9044671,18,578,5,67,Yes,0.15,15.0,Expansion,61,Sole Proprietorship,Declining,High,VisionFund,32,2894294.72,10401371.65,1537594.07
Rubavu,Gisenyi,Gisenyi Town,Urban,10,8,7,Manufacturing,Textile Production,9,3094009,2895993,0.06,2007516,459797,9743638,6,385,4,42,No,0.38,14.0,Equipment Purchase,21,Cooperative,Declining,Low,BRD,43,4189764.34,11107747.32,2825655.02
Musanze,Muhoza,Ruhengeri,Peri-Urban,8,7,9,Automotive,Garage Services,6,1454309,459131,0.68,8092388,340041,13434323,12,768,1,18,Yes,0.37,13.0,Inventory,82,Partnership,Mature,High,VisionFund,5,671716.15,15180784.99,-1074745.84
Musanze,Muhoza,Muhoza Centre,Peri-Urban,8,6,9,Retail,Electronics Store,2,282279,243776,0.14,7421740,302371,1274336,24,591,2,2,No,-1.0,15.0,Expansion,49,Cooperative,Growth,High,VisionFund,44,560707.84,1465486.4,369557.44
Musanze,Muhoza,Ruhengeri,Peri-Urban,9,2,8,Manufacturing,Textile Production,14,2641620,1378150,0.48,3273937,286874,7262267,24,439,4,98,Yes,-0.99,14.0,Expansion,76,Partnership,Declining,High,VisionFund,5,363113.35,8278984.38,-653604.03
Musanze,Busogo,Busogo I,Peri-Urban,7,5,4,Manufacturing,Textile Production,12,1954267,638814,0.67,2247241,645219,6089613,18,310,0,95,No,0.02,12.5,Expansion,74,Partnership,Declining,High,VisionFund,31,1887780.03,6850814.62,1126578.41
Rubavu,Gisenyi,Gisenyi Town,Urban,5,9,7,Automotive,Car Wash,3,218141,153471,0.3,6223749,570807,56269,12,765,0,40,Yes,-0.31,13.0,Tech Adoption,44,Sole Proprietorship,Mature,High,SACCO,19,10691.11,63583.97,3376.14
Rubavu,Gisenyi,Rubavu,Urban,8,7,6,Services,Repair Workshop,16,2697658,346245,0.87,4446786,1266362,15469080,6,733,1,4,No,0.02,13.0,Expansion,71,Cooperative,Early Stage,High,VisionFund,50,7734540.0,17480060.4,5723559.6
Kigali,Nyarugenge,Kimisagara,Urban,4,7,7,Services,Laundry Service,7,4839425,1760523,0.64,4285024,1240973,10616760,18,306,4,14,Yes,0.83,12.5,Tech Adoption,58,Partnership,Early Stage,Low,Equity Bank,21,2229519.6,11943855.0,902424.6
Huye,Tumba,Cyarwa,Peri-Urban,9,3,3,Retail,Food Market,8,2532875,944572,0.63,4781641,892455,18885206,36,489,3,87,Yes,-0.83,13.0,Equipment Purchase,87,Partnership,Growth,Medium,Equity Bank,15,2832780.9,21340282.78,377704.12
Huye,Ngoma,Butare,Peri-Urban,6,10,6,Agriculture,Agri Supplies,12,734458,530149,0.28,5153070,665262,13766817,36,652,1,64,No,-0.94,12.5,Equipment Purchase,96,Cooperative,Growth,Low,Equity Bank,29,3992376.93,15487669.12,2271524.81
Nyagatare,Karangazi,Karangazi Centre,Rural,7,5,5,Manufacturing,Soap Making,17,800989,259812,0.68,8292841,855580,13857943,36,819,4,45,Yes,-0.67,15.0,Expansion,59,Partnership,Mature,Low,BRD,19,2633009.17,15936634.45,554317.72
Huye,Ngoma,Butare,Peri-Urban,6,5,3,Agriculture,Coffee Growing,7,3012925,1727140,0.43,2118746,1445412,2817179,12,580,0,84,No,-0.61,14.0,Equipment Purchase,56,Cooperative,Declining,High,SACCO,42,1183215.18,3211584.06,788810.12
Huye,Tumba,Tumba Village,Peri-Urban,10,4,4,Agriculture,Coffee Growing,15,4043932,1947785,0.52,359711,536513,6722963,24,723,1,11,Yes,-0.09,14.0,Equipment Purchase,59,Sole Proprietorship,Mature,Low,Equity Bank,39,2621955.57,7664177.82,1680740.75
Nyagatare,Rukomo,Rukomo I,Rural,10,5,3,Services,Salon,19,2426198,1300707,0.46,8411155,1297645,7870211,18,483,2,90,Yes,0.17,15.0,Expansion,43,Cooperative,Growth,Low,BRD,7,550914.77,9050742.65,-629616.88
Huye,Ngoma,Butare,Peri-Urban,5,10,4,Manufacturing,Soap Making,12,2184913,878701,0.6,3881616,420555,13582478,18,742,4,81,No,-0.04,15.0,Inventory,84,Sole Proprietorship,Declining,Low,BRD,29,3938918.62,15619849.7,1901546.92
Kigali,Kicukiro,Gatenga,Urban,9,2,8,Agriculture,Bee Keeping,1,2037531,1022891,0.5,4191108,691639,17144142,36,686,2,60,Yes,0.07,12.5,Inventory,84,Cooperative,Mature,High,SACCO,47,8057746.74,19287159.75,5914728.99
Nyagatare,Karangazi,Karangazi Centre,Rural,8,8,5,Agriculture,Pig Farming,9,3542466,1550131,0.56,9104529,45635,11631240,24,818,3,76,No,-0.59,14.0,Equipment Purchase,40,Sole Proprietorship,Mature,Low,Equity Bank,13,1512061.2,13259613.6,-116312.4
Nyagatare,Karangazi,Rwimiyaga,Rural,4,7,8,Services,Photocopy Center,3,612621,193453,0.68,9674218,269521,17712273,18,846,0,16,Yes,0.25,12.5,Equipment Purchase,87,Sole Proprietorship,Mature,High,VisionFund,33,5845050.09,19926307.12,3631015.97
Kigali,Nyarugenge,Nyamirambo,Urban,9,10,5,Services,Photocopy Center,4,3153908,669505,0.79,3036363,751098,117271,36,475,4,61,Yes,0.86,14.0,Equipment Purchase,14,Cooperative,Mature,High,SACCO,45,52771.95,133688.94,36354.01
Huye,Tumba,Cyarwa,Peri-Urban,6,4,3,Manufacturing,Textile Production,1,2334106,399313,0.83,8688944,1517351,6529743,36,728,5,15,Yes,0.4,15.0,Equipment Purchase,82,Cooperative,Declining,Medium,BRD,49,3199574.07,7509204.45,2220112.62
Kigali,Gasabo,Kimironko,Urban,5,9,4,Manufacturing,Soap Making,18,2211579,1900773,0.14,1710889,1518922,13748518,18,689,4,72,Yes,-0.45,15.0,Equipment Purchase,53,Sole Proprietorship,Early Stage,Low,BRD,23,3162159.14,15810795.7,1099881.44
Kigali,Gasabo,Remera,Urban,8,4,7,Agriculture,Bee Keeping,8,778814,444742,0.43,1767542,1147409,2724033,12,740,5,0,Yes,-0.46,13.0,Inventory,24,Partnership,Mature,Medium,Equity Bank,29,789969.57,3078157.29,435845.28
Huye,Ngoma,Ngoma Centre,Peri-Urban,4,3,9,Services,Laundry Service,19,742450,240942,0.68,7027180,189236,11233775,18,541,1,42,No,-0.94,15.0,Tech Adoption,92,Cooperative,Growth,Low,BRD,29,3257794.75,12918841.25,1572728.5
Rubavu,Kanama,Nyundo,Urban,4,10,7,Retail,Mini Supermarket,13,4415062,3589334,0.19,4359118,793472,9452076,24,844,2,28,No,-0.1,15.0,Equipment Purchase,85,Cooperative,Growth,Low,Bank of Kigali,10,945207.6,10869887.4,-472603.8
Nyagatare,Karangazi,Karangazi Centre,Rural,5,4,9,Automotive,Car Wash,5,2949378,2713935,0.08,8587792,387464,2178910,36,828,2,48,Yes,0.54,12.5,Inventory,91,Cooperative,Early Stage,Low,BRD,37,806196.7,2451273.75,533832.95
Nyagatare,Rukomo,Rukomo I,Rural,10,9,3,Agriculture,Pig Farming,10,349352,330855,0.05,5480892,719591,3636957,18,756,4,45,Yes,0.06,15.0,Equipment Purchase,33,Cooperative,Mature,Low,BRD,6,218217.42,4182500.55,-327326.13
Rubavu,Gisenyi,Gisenyi Town,Urban,10,7,3,Retail,Food Market,16,2140790,1364211,0.36,8251754,1763689,11045556,6,614,5,96,Yes,0.5,12.5,Inventory,35,Cooperative,Early Stage,Low,BRD,10,1104555.6,12426250.5,-276138.9
Huye,Tumba,Tumba Village,Peri-Urban,5,4,3,Automotive,Spare Parts Shop,14,4625521,2686543,0.42,3552372,843185,12747343,24,725,3,22,Yes,-0.26,13.0,Expansion,87,Sole Proprietorship,Early Stage,Low,Bank of Kigali,14,1784628.02,14404497.59,127473.43
Musanze,Muhoza,Ruhengeri,Peri-Urban,9,8,5,Agriculture,Agri Supplies,0,592709,65681,0.89,6725414,737706,19695439,6,630,5,46,No,0.44,15.0,Equipment Purchase,61,Cooperative,Declining,Low,Bank of Kigali,18,3545179.02,22649754.85,590863.17
Kigali,Kicukiro,Gatenga,Urban,6,2,8,Manufacturing,Textile Production,2,242331,192161,0.21,9366957,1344308,13434353,12,628,4,50,Yes,-0.77,14.0,Equipment Purchase,21,Partnership,Growth,High,VisionFund,49,6582832.97,15315162.42,4702023.55
Kigali,Kicukiro,Gatenga,Urban,10,8,9,Services,Laundry Service,18,1876321,910461,0.51,676198,1732850,5075034,24,520,1,43,Yes,0.62,12.5,Tech Adoption,26,Cooperative,Early Stage,High,SACCO,33,1674761.22,5709413.25,1040381.97
